aco_num,aco_name,qualscore,qualperfshare,n_ab,Unnamed: 5,n_ben_age_0_64,n_ben_age_65_74,n_ben_age_75_84,n_ben_age_85plus,n_ben_female,n_ben_male,n_ben_race_white,n_ben_race_black,n_ben_race_asian,n_ben_race_hisp,n_ben_race_native,n_ben_race_other,readm_rate_1000,prov_rate_1000,p_em_total,p_em_pcp_vis,p_em_sp_vis,p_nurse_vis,p_fqhc_rhc_vis,n_cah,n_fqhc,n_rhc,n_eta,n_fac_other,n_pcp,n_spec,n_np,n_pa,n_cns,py,aco_state,per_capita_exp_total_py,aim,met_qps,aco1,aco2,aco3,aco4,aco5,aco6,aco7,aco34,aco8,aco35,aco36,aco37,aco38,aco11,aco13,aco14,aco15,aco16,aco17,aco18,aco19,aco20,aco42,aco40,dm_comp,aco27,aco41,aco28,aco30,aco44,aco43,aco12
A69364,"Summit Health-Virtua, Inc.",0.881919643,0.5,15837,15837.0,2643,6877,4256,2061,9432,6405,13071,2065,150,149,5,397,166.185933,803.416907,10403.12908,4066.872166,5452.335163,879.3711503,4.550601059,0,0,0,0,0,173,140,49,0,0,2014,New Jersey,10683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A02541,Commonwealth Primary Care ACO,0.853236607,0.5,15697,15697.0,2010,8321,3846,1520,8691,7006,14229,431,144,242,219,432,153.4682081,799.132948,10812.15808,4698.520723,5151.363298,929.5811633,32.69289685,0,0,0,0,1,75,134,27,0,0,2014,Arizona,9933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A12533,"Southcoast Accountable Care Organization, LLC",0.885491071,0.5,19327,19327.0,3954,8078,4650,2645,11183,8144,18312,346,63,56,16,534,173.5602612,836.7306551,9569.488095,3490.5982,4839.769882,1234.538966,4.581047249,0,0,0,0,3,245,363,121,0,0,2014,"Massachusetts,  Rhode Island",10022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A14881,"Cape Cod Health Network ACO, LLC",0.898549107,0.5,20534,20534.0,2309,8651,6417,3157,11985,8549,19742,221,47,33,52,439,159.9555061,853.1701891,9953.639657,4127.060448,4757.354807,1052.603558,16.62084427,0,0,0,0,3,105,281,75,0,4,2014,Massachusetts,10056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A45364,"APCN-ACO, A MEDICAL PROFESSIONAL CORPORATION",0.756361607,0.5,10771,10771.0,1089,3652,3827,2203,6434,4337,1499,122,7270,388,14,1478,201.5400067,759.9598259,13506.28697,7755.514574,5496.036213,247.3594712,7.376715446,0,0,0,0,5,54,43,1,0,0,2014,California,13743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A38167,"HNMC Hospital/Physician ACO, LLC",0.794866071,0.5,8709,8709.0,1050,3725,2696,1238,5229,3480,5483,610,1325,543,2,746,181.9281969,817.2650262,12400.65986,5323.323422,6797.585768,274.06083,5.689844221,0,0,0,0,5,43,148,13,1,0,2014,New Jersey,12718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A73340,"Ochsner Accountable Care Network, LLC",0.902232143,0.5,23744,23744.0,6055,10373,5139,2177,13496,10248,16560,6519,128,146,25,366,202.9485571,710.9473024,8765.714369,2487.912024,5011.446425,1250.480257,15.87566239,3,0,0,0,9,240,995,157,4,7,2014,"Louisiana,  Mississippi",10492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A94621,Collaborative Care of Florida LLC,0.925669643,0.5,12622,12622.0,1595,6481,3459,1087,7121,5501,10679,1262,153,156,10,362,161.7986165,817.0637971,10707.76595,4077.591919,6013.549513,610.7016808,5.9228408,0,0,0,0,4,56,34,14,0,0,2014,Florida,7873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A70850,"ACO Health Partners, LLC",0.855691964,0.5,12703,12703.0,3444,5431,2643,1185,6969,5734,9447,1677,624,611,3,341,184.9770056,781.297905,11767.97377,5294.490664,5528.955855,931.112978,13.41427062,0,0,0,0,0,63,32,15,0,0,2014,"New Jersey,  Pennsylvania,  Florida",11572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A43744,Central Jersey ACO LLC,0.868415179,0.5,20014,20014.0,2555,8656,5795,3008,11876,8138,18268,910,179,163,7,487,178.500595,819.5160651,11123.39926,4251.660229,6047.819731,689.5404521,134.3788451,0,5,0,0,6,109,223,47,0,1,2014,New Jersey,11134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A91256,"SERPA ACO, LLC",0.935714286,0.5,11175,11175.0,1388,4419,3462,1906,6459,4716,10890,53,28,86,11,107,132.3368575,860.3718556,8584.636009,4767.66027,2570.074809,742.7598481,504.1410818,0,0,1,0,0,52,1,6,0,0,2014,Nebraska,9763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A72294,"Accountable Care Coalition of North Texas, LLC.",0.773549107,0.5,6274,6274.0,1453,2963,1399,459,3539,2735,4588,727,516,226,17,200,160.0537996,747.1418964,9981.701286,4747.774481,4253.544346,967.8536103,12.52884932,0,0,0,0,0,45,14,4,0,0,2014,Texas,10676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16366,"Accountable Care Network of Florida, LLC",0.895535714,0.5,7990,7990.0,782,3346,2536,1326,4701,3289,7673,119,39,31,4,124,156.5934066,826.3736264,13328.69834,4561.478048,6861.722673,1890.820137,14.67748165,0,0,0,0,1,58,98,11,0,0,2014,Florida,10378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A54859,"Keystone Accountable Care Organization, LLC",0.879464286,0.5,7727,7727.0,1316,3105,2122,1184,4588,3139,7543,47,14,18,6,99,139.5894428,814.6627566,8391.315965,2238.476954,3093.921176,1013.894456,2045.02338,0,9,1,0,19,43,193,22,1,0,2014,"Pennsylvania,  New York",8510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A30316,NATURE COAST ACO LLC,0.914620536,0.5,6456,6456.0,1062,2563,1920,911,3444,3012,6084,169,50,44,0,109,189.039932,816.9073917,12805.98103,1128.405825,5605.268485,822.8229039,5249.483813,0,0,13,0,0,15,0,2,0,0,2014,Florida,12703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A84785,"MCM ACCOUNTABLE CARE ORGANIZATION, LLC",0.77578125,0.5,6728,6728.0,712,2194,2288,1534,3892,2836,6194,312,35,85,2,100,188.8288288,835.3153153,16504.98646,6778.965743,8524.803943,1178.575554,22.64121883,0,0,0,0,0,35,1,2,0,0,2014,Florida,16249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A82661,"Meritage ACO, LLC",0.859486607,0.5,22722,22722.0,2247,11020,6030,3425,12776,9946,21040,283,295,301,29,774,134.2580476,793.7712641,9055.839094,3669.820353,5007.606541,228.9199316,149.4922691,0,5,0,0,4,127,315,20,2,1,2014,California,9678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A13613,"Accountable Care Network of New Jersey, LLC",0.8875,0.5,15121,15121.0,2570,6693,3826,2032,8820,6301,13215,1442,72,77,4,311,186.3560732,831.9467554,10814.44264,4562.381529,5187.978167,1056.340923,7.742023888,0,0,0,0,0,96,119,44,1,2,2014,New Jersey,11988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A76577,"UW Health ACO, Inc.",0.943415179,0.5,28598,28598.0,5729,13063,6594,3212,16561,12037,26737,749,259,84,53,716,154.1366289,763.130793,6957.707753,2704.533121,2902.861691,1345.754495,4.558445787,0,0,0,0,4,315,1245,210,2,1,2014,Wisconsin,8242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A66307,"A.M. Beajow, M.D. Internal Medicine Associates ACO, P.C",0.711049107,0.5,5630,5630.0,549,2595,1854,632,3190,2440,4796,398,142,71,10,213,187.9804333,771.4884696,11688.14667,4359.23035,6264.29479,1058.268288,6.353240153,0,0,0,0,0,18,11,3,1,0,2014,Nevada,11977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A97296,"Accountable Care Coalition of New Mexico, LLC",0,0.5,5075,5075.0,1279,2291,1164,341,2697,2378,4299,61,10,404,158,143,130.8176101,757.2327044,8003.765592,2082.641294,2331.372088,686.6825808,2903.06963,0,36,0,0,4,57,39,47,1,0,2014,New Mexico,6371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A39327,"Accountable Care Coalition of Central Georgia, LLC.",0.785602679,0.5,10914,10914.0,2313,4636,2957,1008,6182,4732,8251,2395,77,54,9,128,184.1237636,778.8485924,11668.95701,5865.030481,5301.337044,490.9190104,11.67047512,0,0,0,0,0,30,71,18,2,0,2014,Georgia,10661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A86799,"Accountable Care Coalition of Georgia, LLC.",0.850446429,0.5,10876,10876.0,5214,3605,1428,629,6259,4617,5581,5068,31,108,4,84,170.8349365,708.7341285,8183.923107,385.2318214,3043.503967,527.4166873,4227.770631,0,115,0,0,0,154,70,60,0,0,2014,Georgia,8650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A46585,"Accountable Care Coalition of Greater Athens Georgia II, LLC.",0.829017857,0.5,9811,9811.0,2389,3719,2536,1167,5737,4074,8365,1327,29,20,5,65,158.6466165,768.7969925,10041.61242,3802.476472,4314.723385,816.6589477,1107.753611,0,0,1,0,0,5,0,0,0,0,2014,Georgia,9698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A48354,"NOMS ACO, LLC",0.919977679,0.5,6860,6860.0,1219,2975,1798,868,4033,2827,6440,276,12,12,1,119,156.8402977,803.0910132,9617.075742,4281.433519,3993.976811,1334.437585,7.227827135,0,0,0,0,0,25,33,17,0,0,2014,Ohio,9841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A10419,"Morehouse Choice Accountable Care Organization and Education System, Inc.",0.738392857,0.5,5710,5710.0,2416,2016,958,320,3616,2094,495,5050,43,66,2,54,179.7274276,594.548552,6356.763625,2652.992694,2595.453102,545.9908336,562.3269955,0,16,0,0,3,131,219,65,17,13,2014,Georgia,7611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A09602,"Lower Shore ACO, LLC",0.836830357,0.5,10001,10001.0,1322,4226,2871,1582,5757,4244,8113,1668,65,13,6,136,191.7849592,828.7526427,11692.507,4934.086434,5067.157218,1648.150067,43.11327599,0,0,0,0,0,21,0,4,0,0,2014,"Virginia,  Maryland,  Delaware",14302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A25914,"Integral Healthcare, LLC",0.836049107,0.5,7070,7070.0,1393,3004,1861,812,3836,3234,6543,283,27,103,5,109,150.1954216,758.7939699,10687.51592,3453.131634,6336.928172,710.9773998,186.4787161,0,0,2,0,0,63,58,33,0,0,2014,Florida,9022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A14086,"Yuma Accountable Care Organization, LLC",0,0.5,4012,4012.0,379,1997,1276,360,2123,1889,3672,46,13,194,19,68,162.3529412,784.7058824,9881.677441,4410.173528,4520.925485,920.2109561,30.36747193,0,0,0,0,0,13,77,6,0,0,2014,Arizona,9015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A02472,"American Health Network of Ohio Care Organization, LLC",0.851674107,0.5,8020,8020.0,1654,3070,2014,1282,4665,3355,7140,633,84,7,1,155,190.3624054,806.0533652,10276.7675,5986.979732,3279.024348,994.8786945,15.88472723,0,0,0,0,0,49,12,22,0,0,2014,Ohio,11889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A07870,"ProCare Med, LLC",0.931026786,0.5,36355,36355.0,3580,17260,11249,4266,19693,16662,34548,740,100,326,23,618,163.5715164,810.601402,11535.61963,4781.976915,6026.634616,704.6412215,22.36687974,0,0,0,0,0,99,48,27,0,0,2014,Florida,9488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A43641,"National ACO, LLC",0.866629464,0.5,5512,5512.0,1034,2092,1495,891,3077,2435,3756,675,606,195,6,274,187.6675603,764.075067,12811.65024,5454.035175,6884.807285,458.0266933,14.78109018,0,0,0,0,0,33,14,5,1,0,2014,"California,  Pennsylvania",18305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A51491,Billings Clinic,0.891294643,0.5,12635,12635.0,1801,5664,3520,1650,7122,5513,12077,32,16,38,261,211,134.0860974,774.1707834,7626.632582,2720.259989,3107.306759,1767.410238,31.65559582,0,0,0,0,5,87,303,42,3,0,2014,"Wyoming,  Montana",8625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A05696,"KCMPA-ACO, LLC",0.895535714,0.5,13419,13419.0,2134,6101,3576,1608,7602,5817,11911,1106,97,84,21,200,162.2171371,792.0162726,8892.318323,4721.563208,3569.196514,584.4370225,17.12157856,0,0,0,0,0,57,12,20,0,0,2014,"Missouri,  Kansas",9768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A54437,Integrated ACO LLC,0.846316964,0.5,9827,9827.0,1713,3893,2886,1335,5751,4076,8026,743,78,751,17,212,152.1818849,730.8397506,10685.15337,4971.323401,4732.795793,675.4075373,305.6266433,0,0,1,0,0,19,3,5,1,0,2014,Texas,11011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A00934,HHC ACO Inc,0.7578125,0.5,13294,13294.0,4341,5086,2834,1033,7838,5456,3916,5468,768,2118,51,973,223.4780375,391.2150013,7778.900707,3310.906342,4204.970469,251.2374478,11.78644817,0,0,0,8,32,324,2058,35,1,0,2014,New York,8542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A22020,Bon Secours Good Helpcare LLC,0.914955357,0.5,68429,68429.0,12204,30611,17904,7710,39800,28629,56314,10306,423,202,23,1161,157.2201829,784.1099981,9817.752906,4076.905395,4899.621276,828.6548716,12.57136397,0,0,4,0,41,484,981,250,5,1,2014,"South Carolina,  Kentucky,  Virginia,  Ohio,  New York,  Pennsylvania",9283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A78337,"Franciscan Northwest Physicians Health Network, LLC",0.853348214,0.5,32410,32410.0,5205,14978,8720,3507,17992,14418,27776,1238,1624,167,162,1443,138.0519688,738.7215049,7749.168127,3168.556664,3399.641002,1172.093615,8.876845697,2,0,0,0,10,246,851,145,7,0,2014,Washington,8022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A37012,"Affiliated Physicians Medical Group ACO, Inc.",0,0.5,7629,7629.0,938,3127,2478,1086,4379,3250,1179,275,4820,336,3,1016,179.3741736,776.5535478,12351.68943,6603.600662,5356.677213,387.4933853,3.918168819,0,0,0,0,0,0,0,0,0,0,2014,California,14530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A42284,"American Health Alliance, LLC",0.818080357,0.5,7981,7981.0,930,3666,2536,849,4444,3537,7270,492,47,53,9,110,199.577167,812.6849894,12806.4568,5757.612785,6006.88125,990.3855429,51.57722113,0,0,0,0,0,22,1,4,0,0,2014,Florida,11414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A87771,Indiana Care Organization LLC,0.861495536,0.5,9623,9623.0,1453,4157,2696,1317,5552,4071,9326,106,37,11,5,138,115.6282999,814.6779303,9163.583825,2806.877977,4499.545155,1583.076182,274.0845121,0,0,1,0,0,27,43,14,0,0,2014,Indiana,8909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A22066,"Qualuable Medical Professionals, LLC",0.909263393,0.5,22975,22975.0,4919,10377,5634,2045,13226,9749,22468,252,30,9,2,214,173.0941704,762.3318386,9326.691283,3924.006394,3297.338584,1753.337482,352.008823,0,0,1,0,0,197,389,130,4,1,2014,"Virginia,  Tennessee",7368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A62243,"Accountable Care Coalition of Greater Augusta & Statesboro, LLC.",0.864174107,0.5,20996,20996.0,3297,9328,5903,2468,12472,8524,16867,3782,89,41,6,211,179.379715,739.815591,10052.20116,4785.855487,4645.886821,592.3076292,28.15122259,0,0,0,0,0,71,6,13,0,0,2014,"South Carolina,  Georgia",10280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A92374,"Franciscan Union Hospital ACO, LLC",0.856138393,0.5,14790,14790.0,2912,6121,3904,1853,8579,6211,14239,343,33,7,12,156,175.6649987,795.3647617,9353.786684,3455.676969,4773.020207,841.5990872,283.4904205,1,0,4,0,3,87,156,35,0,0,2014,"Illinois,  Indiana",9990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A34443,"Central Florida Physicians Trust, LLC",0.908258929,0.5,5800,5800.0,872,2790,1555,583,3421,2379,5246,253,29,123,2,147,161.9318182,819.6022727,11546.64897,4769.741208,6203.937182,550.8515815,22.11900022,0,0,0,0,0,26,1,4,0,0,2014,Florida,9083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A11103,Amarillo Legacy Medical ACO,0.868861607,0.5,11356,11356.0,1404,5326,3492,1134,6717,4639,10647,259,78,222,34,116,131.4013497,731.2425566,9628.097684,3586.194467,5141.659908,879.2466432,20.99666577,0,0,0,0,1,50,39,38,1,0,2014,Texas,8812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A67733,The Premier HealthCare Network LLC,0.734486607,0.5,4544,4544.0,953,1898,1230,463,2691,1853,2205,2241,30,12,0,56,210.0494234,720.7578254,9938.40764,4116.177883,4721.930271,1094.874838,5.424648246,0,0,0,0,0,18,43,8,0,0,2014,Georgia,11021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A19446,"Akira Health, Inc.",0.809375,0.5,8906,8906.0,1155,3444,2710,1597,5437,3469,6850,198,529,737,18,574,207.0041609,828.3633842,11399.80908,5595.996413,5532.239868,226.4456594,45.12713703,0,0,0,0,0,27,8,1,0,0,2014,California,16462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A64801,"HARTFORD HEALTHCARE ACCOUNTABLE CARE ORGANIZATION, INC.",0.900223214,0.5,21207,21207.0,2855,8524,6341,3487,12749,8458,19462,863,182,179,9,512,161.1962072,836.7979577,10510.35219,3553.872667,4806.184616,2140.925751,9.369159446,0,0,0,0,0,103,138,47,0,1,2014,Connecticut,10932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A59962,"Winchester Community Accountable Care Organization, Inc.",0.925,0.5,6245,6245.0,847,2857,1707,834,3738,2507,6025,45,21,17,0,137,142.5605536,816.6089965,8698.378113,3405.389947,4552.3947,737.8154236,2.778042569,0,0,0,0,2,52,90,28,0,0,2014,"Massachusetts,  New Hampshire",9344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A76576,"Paradigm ACO, LLC",0.903236607,0.5,5131,5131.0,468,2768,1568,327,2707,2424,4917,93,24,9,6,82,169.7357886,835.868695,13199.40358,5811.729622,6210.934394,1056.262425,120.4771372,0,0,1,0,0,21,4,3,0,0,2014,Florida,9359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A85241,"Caribbean Accountable Care, Inc.",0.790066964,0.5,6895,6895.0,1036,2536,2323,1000,4312,2583,5111,367,3,1142,1,271,159.5890411,660.2739726,11322.18594,5314.127287,5985.435278,20.10966669,2.513708336,0,9,0,0,3,102,30,0,0,0,2014,Puerto Rico,4692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A94912,"Rio Grande Valley Health Alliance, LLC",0.800892857,0.5,4719,4719.0,1022,1770,1374,553,2766,1953,3435,27,9,1132,3,113,204.034135,796.7416602,12949.8583,6503.161108,4391.541312,2009.374319,45.78155657,0,0,0,0,0,12,0,5,0,0,2014,Texas,11564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A92852,"ACCOUNTABLE CARE CLINICAL SERVICES, PC",0.830357143,0.5,43355,43355.0,7830,17076,11646,6803,24366,18989,38685,2046,767,680,30,1147,187.364534,821.4658425,10378.48405,4335.334528,4819.562704,1201.964376,21.62243775,10,0,12,0,27,609,903,184,3,5,2014,"Pennsylvania,  New York,  Connecticut,  Illinois,  California,  Ohio,  Massachusetts",11183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A37040,Central Missouri Medical Network,,0.5,5559,5559.0,589,2607,1700,663,3000,2559,5294,174,12,2,3,74,127.3712737,607.7235772,8672.4931,3274.885005,4353.081877,955.2897884,89.23643054,0,0,0,0,0,7,29,8,0,0,2014,Missouri,8915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A64742,Southern Maryland Collaborative Care LLC,0.774330357,0.5,8973,8973.0,1498,3890,2471,1114,5363,3610,4010,4265,318,94,7,279,186.2381541,776.2669963,9956.271313,4708.599593,4911.482362,329.8850904,6.304266842,0,0,0,0,0,33,20,4,0,0,2014,"Maryland,  District of Columbia",11789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A18259,"KentuckyOne Health Partners, LLC",0.780691964,0.5,27315,27315.0,5957,11213,7236,2909,15599,11716,25118,1764,74,36,13,310,161.6450093,750.6782807,8752.397641,3497.673016,4063.949654,1168.315339,22.45963107,4,0,8,0,21,204,403,125,6,1,2014,Kentucky,8398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A17182,AAMC Collaborative Care Network,0.912946429,0.5,14385,14385.0,1493,7597,3931,1364,8389,5996,12366,1652,47,15,3,302,137.1889711,802.6227303,9897.006472,3802.689837,5154.716129,933.3959338,6.204572604,0,0,0,0,1,86,116,33,0,0,2014,Maryland,9877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A31015,Northern Maryland Collaborative Care LLC,0.872098214,0.5,10880,10880.0,1978,4349,2889,1664,6639,4241,8359,2193,107,33,5,183,191.9909117,794.6606078,11344.84775,5202.629458,4914.779641,1209.139895,18.29875322,0,0,0,0,0,60,18,13,0,0,2014,Maryland,13957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A54790,Owensboro ACO,0.848549107,0.5,7645,7645.0,1142,3401,2193,909,4325,3320,7410,163,7,2,1,62,142.4910302,841.6196822,9175.760556,3552.36158,3948.275477,1670.161164,4.962335427,0,0,0,0,0,19,0,18,0,0,2014,"Kentucky,  Indiana",9073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16027,"Accountable Care Organization of Puerto Rico, Inc.",0,0.5,6923,6923.0,1283,2597,2185,858,4041,2882,5345,295,1,1047,2,233,164.3258427,661.5168539,10828.68408,5609.364219,5189.600789,24.83982257,4.879250863,0,0,0,0,0,79,11,0,0,0,2014,Puerto Rico,4972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A65320,"ProHealth Physicians ACO, LLC",0.915290179,0.5,33204,33204.0,3871,13324,9981,6028,19063,14141,30956,918,257,212,19,842,157.9945478,861.4436411,10606.39373,4182.705992,4620.284624,1797.648757,5.754357018,0,0,0,0,0,152,135,82,2,1,2014,Connecticut,10602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A22326,"Fort Smith Physicians Alliance ACO, LLC",0.807700893,0.5,9672,9672.0,2980,3465,2127,1100,5737,3935,8468,858,54,84,126,82,185.136897,733.7027379,8327.738965,3443.882331,3051.152333,470.248133,1362.456169,0,14,0,0,0,51,5,23,0,0,2014,"Arkansas,  Oklahoma",10384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A68749,"Physician Alliance of Kansas, Inc.",,0.5,17203,17203.0,2549,7934,4833,1887,9440,7763,16132,512,109,108,54,288,127.1660145,764.1140302,8057.313265,3943.168697,2988.342554,1074.17188,51.63013465,0,0,0,0,0,36,264,22,5,0,2014,Kansas,8914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A16779,Sunshine ACO LLC,,0.5,5837,5837.0,1072,2221,1787,757,3561,2276,4162,17,28,1551,4,75,193.90744,760.9841828,12827.01366,7390.838436,4555.993877,824.7173811,55.46396609,0,0,0,0,0,11,4,8,0,0,2014,Texas,12090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A41997,AmpliPHY ACO Number 3 LLC,,0.5,7121,7121.0,1348,3081,1745,947,4370,2751,5877,492,78,529,4,141,165.9505908,757.7873255,10383.23699,4526.445087,4414.595376,1420.520231,21.67630058,0,0,0,0,0,33,3,17,2,1,2014,Texas,11621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A50496,"Redwood Community Care Organization, LLC",,0.5,7775,7775.0,3679,2885,899,312,4152,3623,5915,225,285,1018,37,295,140.4255319,804.2553192,8753.34138,384.4220271,2661.853455,172.3454439,5534.720454,0,24,1,0,0,126,55,15,0,0,2014,California,8946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A80939,Primary Comprehensive Care ACO LLC,,0.5,5668,5668.0,1447,2431,1312,478,3157,2511,3830,859,274,531,3,171,173.7024222,765.3979239,9706.662642,5404.300913,3418.999472,859.4582359,23.90402173,0,0,0,0,0,54,46,2,0,0,2014,"North Carolina,  Illinois",9160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A55446,NJ Physicians ACO,,0.5,11611,11611.0,1859,4123,3348,2281,7056,4555,10023,816,252,269,7,244,210.3250478,855.9592097,14515.79754,6603.326272,6764.591878,1138.684815,9.194573399,0,0,0,0,0,38,13,8,0,0,2014,New Jersey,16757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A66745,"Lancaster General Health Community Care Collaborative, LLC",,0.5,19219,19219.0,2474,6897,5991,3857,11215,8004,18421,255,126,116,6,295,145.3301988,846.3346869,9045.739573,4496.99011,3838.308012,705.5503798,4.891070661,0,0,0,0,2,210,265,102,2,0,2014,Pennsylvania,9235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A07425,"Covenant ACO, Inc.",,0.5,13455,13455.0,1922,5696,4287,1550,7788,5667,12129,538,80,443,19,246,157.936719,715.5011965,9786.560055,3323.450083,4902.806205,1506.819443,53.48432389,0,0,1,0,0,87,790,73,1,0,2014,"New Mexico,  Texas",11303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A74161,"Accountable Care Organization of Pennsylvania, LLC",,0.5,33310,33310.0,5297,13993,8632,5388,20067,13243,27691,3954,547,323,8,787,184.6092504,811.3038278,10673.00276,4209.215044,5754.306807,617.2685269,92.21238481,0,6,0,0,28,385,504,84,2,0,2014,"Pennsylvania,  New Jersey",11814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A29052,Scottsdale Health Partners,,0.5,15350,15350.0,1651,8679,3702,1318,8624,6726,14565,178,87,92,70,358,143.4078643,738.6276022,9530.906412,2933.541794,5734.133434,851.8933024,11.33788123,0,4,0,0,0,92,491,81,1,0,2014,Arizona,8267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A50010,PHYSICIAN FIRST ACO,,0.5,6245,6245.0,917,2324,1824,1180,3648,2597,5360,593,60,92,5,135,205.952381,823.015873,12381.6025,5866.389178,5604.828304,859.7710718,50.61394381,0,0,0,0,0,25,0,4,0,0,2014,Florida,13588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A63217,"Care Coordination Services, LLC",,0.5,18722,18722.0,2237,8915,5477,2093,10586,8136,17788,588,53,39,11,243,170.4370745,799.2532396,8870.831372,4527.935578,3740.392218,590.1639344,12.33964179,0,0,0,0,0,56,5,11,0,0,2014,"West Virginia,  Virginia",8356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
